Indeks;pierwsza;druga;trzecia;czwarta;Liczba
112;0.89488133645279311;0.33356165654903414;0.38346126864125846;0.39332151426847595;1
113;0.901757142098778;0.065620280589857083;0.11866140845179986;0.10828131676268848;1
114;0.90037711909993745;0.05393309394655927;0.10740057037724955;0.10089875470385012;1
115;0.89775918929183873;0.34366499565843223;0.39438364579061885;0.40280403002338205;1
116;0.88417213358780644;0.35621048928881383;0.40657758884677009;0.40591001674570493;1
117;0.88384676231165704;0.08034426581054939;0.12855344322668713;0.1349355821088592;1
118;0.89760772335294159;0.088375700471823651;0.1427070937391865;0.13260936447937721;1
119;0.90307358680227912;0.34846141705684164;0.40625595747034654;0.40802493004067608;1
120;0.9006276923815697;0.37070821057609188;0.41655003146576325;0.41953447144699574;1
121;0.92092599814364939;0.07722331948932315;0.12708179268456307;0.12478923415261377;1
122;0.97986120797354015;0.084200102427906209;0.13721505099176801;0.13690463931452201;1
123;0.99483015662627594;0.3516347219742299;0.40356135971786777;0.393811441132563;1
124;1.0307163644457205;0.35615065089320014;0.40444584600303257;0.41964479848890851;1
125;1.0820520980326733;0.10004605756635511;0.14370377701612694;0.13837441990678315;1
126;1.1015500652534198;0.08766324957404821;0.13876710937799797;0.14536242254454376;1
127;1.0851169458580117;0.34316758899489347;0.40110424559798086;0.40333135588472768;1
128;1.061121749216924;0.33894524220440286;0.3863653007783851;0.38875696665306958;1
129;1.0604410874668184;0.045841820889671328;0.098209766800960163;0.092800001847510472;1
130;1.0325788345091964;0.040781736560589109;0.090441995070358702;0.097891875324262453;1
131;1.0146385355242686;0.29648055076717883;0.34843336780889772;0.34392304873951624;1
132;1.017344352975925;0.30247747997758784;0.35238831176898971;0.34559291396711062;1
133;0.98388721002842339;0.021289379189431291;0.067157379377183607;0.074023835273853936;1
134;0.97529666035813378;0.010974735745522376;0.066469237827626232;0.06690306619582545;1
135;0.95835117470028341;0.27625143315002754;0.32974508887879883;0.328241649189005;1
136;0.92828612080413264;0.27929384157701082;0.32762456573423887;0.32832953683256255;1
137;0.91180812261201416;0.0002337437328659562;0.050804667825881313;0.046797365269627363;1
138;0.91316383626263675;0.014798783215209419;0.063256663963116536;0.054376272064073125;1
139;0.8883122025843283;0.25488725596607914;0.30564517504538724;0.31049769493968449;1
140;0.8901765425976671;0.27235819753541218;0.32049070700716986;0.33041079103000104;1
141;0.88368781657330819;-0.00743866055472619;0.042238427503809753;0.035115788475918334;1
142;0.87255787498916282;-0.012442646387920581;0.042767623315018273;0.043259420128968246;1
143;0.88017792068059297;0.25600548598410988;0.31291741006231288;0.29987824966811838;1
144;0.87437359630606559;0.26049523560499915;0.31348400487077999;0.31929393909489617;1
145;0.85557312038419098;-0.029620005828773971;0.02070969473192372;0.028318520724176326;1
146;0.85875390510103089;-0.0058435933216489048;0.045095710894363199;0.046227030561434429;1
147;0.85785258926709973;0.25561092656303214;0.30236528298581217;0.30796578282528048;1
148;0.85419496733521327;0.25937139573737966;0.30844448999018997;0.30607339356399771;1
149;0.85772356272655781;-0.027284438449977334;0.025797828308949854;0.024604800296402014;1
150;0.84299957750586541;-0.021919552293237908;0.03262127535877285;0.031850856015246655;1
151;0.86017880689658177;0.25497701355949964;0.30148079670064737;0.29764365958191985;1
152;0.85183135070847271;0.23952748779199143;0.28901945081409752;0.2961065607945933;1
153;0.85733461315506876;0.0014791303415757709;0.045551978660917543;0.059857095112314067;1
154;0.86230680984059338;-0.014579999081246884;0.042081351715323831;0.039990747768570714;1
155;0.84977440585925235;0.24100661813356719;0.29313521046240126;0.29142233638795956;1
156;0.85300006937280248;0.23782022356713847;0.28947384863078895;0.28945140923243384;1
157;0.86339886056054316;-0.01549066466449265;0.030755065395571053;0.02591189525058844;1
158;0.86599622092014972;-0.0088990913976726843;0.046681428378125847;0.036778173904061011;1
159;0.86482189240623109;0.24307104278223932;0.29858050446324658;0.29560354428146579;1
160;0.85228200862543835;0.24370869568549766;0.29531931190230076;0.29836172032928404;1
161;0.86382146922956482;-0.023675435214526971;0.028324130573765108;0.029466669940013904;1
162;0.86016384729767836;-0.01657149568526483;0.036785653703512722;0.047491116668773516;1
163;0.85201460579503963;0.2381063258961664;0.29356529893087463;0.30336944606220428;1
164;0.86801576677211156;0.25151199646349476;0.30453629477667116;0.3024232514315629;1
165;0.88610379179621068;-0.017442892321389115;0.031661991079090963;0.025494896431155576;1
166;0.88584199881540082;0.00070497109832372393;0.059028707323037118;0.042995757198295445;1
167;0.89167063253814627;0.26698396162935811;0.31936499718968742;0.32272342714350549;1
168;0.89409595751036353;0.27193745881625347;0.32262057990104448;0.32265984884816595;1
169;0.88096516957288551;-0.015043746647252941;0.040665799669087593;0.033535680841744471;1
170;0.8799740961455339;-0.0085942895700154773;0.042193548707099487;0.03457724291539517;1
171;0.88301650457251712;0.23650564881350034;0.29021434877650831;0.29007784243651458;1
172;0.886612418158927;0.25499758300799186;0.30452133517776775;0.30923921868193421;1
173;0.88962116748837761;-0.016242384509389564;0.031134665217745366;0.022407609207462025;1
174;0.88363358802728331;-0.014830572362879189;0.037999251164552765;0.034530494168821979;1
175;0.88656753936221677;0.23227395227369507;0.27925457262988934;0.28577134790219222;1
176;0.87411367327511857;0.23799786880411661;0.2858237064983542;0.2885856224458983;1
177;0.892040882611006;-0.020698475032746154;0.033885361466111937;0.034511794670192698;1
178;0.87923172604995159;-0.018549902640242283;0.037380297759923714;0.030259528681895225;1
179;0.87494580096412145;0.22475862377458886;0.27317536562551153;0.28317585749244861;1
180;0.89153786609787844;0.24499709114105481;0.29387010075853187;0.30515711813116314;1
181;0.8938173349807873;-0.0090505573365698248;0.041598904650688495;0.042324445197504425;1
182;0.89513938953387706;-0.0031059867223228259;0.04963033931196275;0.040925722700034542;1
183;0.89858196723152695;0.25736493953445827;0.30740105796667633;0.3052487456744466;1
184;0.90072679972430492;0.25962196901901197;0.31382433574583279;0.3220091062958671;1
185;0.89266731581508674;-0.0071001996295362857;0.04775290964958339;0.045862390338163535;1
186;0.90738943108591619;0.010269764647198651;0.060436779569821637;0.046623459932375086;1
187;0.90409831932716345;0.25856731729632076;0.31295667900943436;0.31660495119200621;1
188;0.91003167024223286;0.27541369561143597;0.32651194556579688;0.3335784860978005;1
189;0.91042248976358475;0.00055724505915243961;0.051868669297887145;0.053493655728771274;1
190;0.90757268617248299;0.025059198113093432;0.073771392042358705;0.070085720862528303;1
191;0.90165242490645414;0.27442636208381016;0.33280245690468552;0.32846978307228214;1
192;0.89246723117975346;0.27073508105439098;0.31873295413601788;0.32731415405699288;1
193;0.90141120137413644;0.039070732436010315;0.092745773301485562;0.09153965563989723;1
194;0.89507581123853752;0.02766403827215165;0.086634777149438014;0.088484157563873456;1
195;0.90003678822488464;0.2862388353679241;0.33209748580636178;0.33048745897438109;1
196;0.89393327187228877;0.29611404059404506;0.34981152085787542;0.35935761490812107;1
197;0.90838611436285654;0.038416249983985636;0.093317977959541429;0.087743657418154097;1
198;0.89912612264163883;0.065076125179745134;0.11759179713020525;0.11347977738162734;1
199;0.89548346030865578;0.29657030836059939;0.34822206347438689;0.33769237579624134;1
200;0.88749503449422884;0.3139851514340446;0.35926037751524881;0.3720340050289076;1
0;0.89038036713272628;0.049733186554423769;0.10062761197372561;0.10197023597530766;1
1;0.91653535586549528;0.081714939060075362;0.13539184987541356;0.13904199200784831;1
2;0.92139535555924423;0.35368979687358737;0.40487967437123179;0.39960641575777578;1
3;0.91813416299829842;0.33792985942883313;0.38793792861310727;0.40087985161442952;1
4;0.90640957735774208;0.07181729443559931;0.11885588323754434;0.11309456770986424;1
5;0.90585233229858964;0.09228389568534244;0.14219098757701848;0.1340436160242427;1
6;0.89291227924713024;0.32069640149209189;0.37129537483305119;0.36731799147460409;1
7;0.88869367235636554;0.3131081449483315;0.36368467889093564;0.36554901890427449;1
8;0.90109704979716454;0.061700865677160731;0.11053086644779045;0.10598875823073918;1
9;0.88368033677385649;0.048738373227346261;0.099180270779819613;0.10150461845943867;1
10;0.89507768118840048;0.31086233516295542;0.35842077002679434;0.36252904987564638;1
11;0.89828838510304732;0.3140019809828109;0.3658874798294644;0.36388102362654307;1
12;0.89193803536854499;0.056674440445611207;0.10911718435141714;0.1120698351849799;1
13;0.88989605011822792;0.051356303035444972;0.099924510825264809;0.10629169010853345;1
14;0.89472613061417006;0.3105930623826938;0.35783734566956088;0.36577902273741464;1
15;0.89505711173990832;0.3050131319917177;0.35038372551593128;0.35619739963977332;1
16;0.89914295219040519;0.045654825903378563;0.09752536515112864;0.09518979777233201;1
17;0.90268650718065313;0.045224737434905203;0.096653968515004351;0.10519589948885785;1
18;0.90026679205802473;0.28852578405028462;0.34647740025227541;0.34142479572264489;1
19;0.90539606453203525;0.28957856582311292;0.34191098268700609;0.34912337930831805;1
20;0.90982223585758504;0.054791400933643063;0.10586347158992303;0.097779678332486797;1
21;0.90656478319636502;0.049132932648423992;0.099023194991333691;0.10589713068745572;1
22;0.91193714915255619;0.29235544136956043;0.33856938228195438;0.33229757044169506;1
23;0.91625860328578201;0.2967554333970292;0.34436809680689301;0.34395670783704896;1
24;0.9002181733615886;0.015271880530530114;0.066605744167619954;0.076576316836750175;1
25;0.90357099346581782;0.035555226693706331;0.088141956738957694;0.092970167285036889;1
26;0.90561484866599784;0.27111468087656526;0.32294221127746803;0.32909808622622583;1
27;0.8917809595800591;0.28450913174471604;0.33470980576487169;0.32399686300015923;1
28;0.90778586045685683;0.0030180990787652263;0.056595902551368246;0.055445883385667742;1
29;0.90119989703962566;0.042995757198295445;0.090215731136944463;0.08876651999317553;1
30;0.89880636121507818;0.27617289525578459;0.33101852473545251;0.32765448493204569;1
31;0.89027938984012811;0.2719019297688578;0.32282440443610355;0.3173136621900558;1
32;0.89437644998980259;0.022069148282272123;0.075542234562551186;0.075929314184177213;1
33;0.89937482597340823;0.01936520078047874;0.070239056751288373;0.06628037289147054;1
34;0.89617721170780196;0.28635477225942563;0.32960671258894214;0.33606738936535718;1
35;0.8904102863305331;0.272232910894596;0.32361165332839614;0.32587242271267564;1
36;0.88396269920315851;-0.0079341972684020181;0.052951370268522258;0.042765753365155347;1
37;0.92001346261054073;0.042545099281329886;0.092143649445622866;0.10287529170896464;1
38;0.91902238918318901;0.27815317216062496;0.33149910185022496;0.33388702782518354;1
39;0.90437320195701387;0.27644403798590911;0.3245241888615048;0.31645535520297202;1
40;0.91778635232379391;0.03341787400038003;0.084568482550902949;0.083089352209327186;1
41;0.90857871919873812;0.033156081019570155;0.083416593435339526;0.068847814053270201;1
42;0.90702292091278236;0.28292715416067926;0.32845669342324169;0.323226443656633;1
43;0.90123355613715828;0.26337121849418188;0.31814204997933276;0.32358360408045223;1
44;0.89887741930986942;0.030599859556948057;0.080763134579845186;0.079173677196356693;1
45;0.91095168557479334;0.031592802934162639;0.084632060846242502;0.086423472814927182;1
46;0.90800464459081931;0.27934807012303575;0.33186748197322169;0.33204699716006275;1
47;0.90485938892137507;0.27889180235648137;0.33078291105272367;0.33332417291644234;1
48;0.89113021702776019;-0.0087812845563082428;0.044901236108618722;0.056713709392732688;1
49;0.90189177848890889;0.0089626696930122252;0.06751453980100279;0.071484443359998193;1
50;0.90854693005106835;0.2635619533802005;0.31917052240394295;0.31727626319279723;1
51;0.88675453434850948;0.24831812209761431;0.30543761061060232;0.29274626089091232;1
52;0.8870219371789082;0.017087601847432861;0.063881227217334371;0.063146336921203805;1
53;0.90550265167422217;0.010658714218687602;0.055103682560751981;0.051732162957893429;1
54;0.88795504216050902;0.26511588171629336;0.31371961855350883;0.3067989341108136;1
55;0.89685787345790757;0.28066077492681091;0.33173284558309091;0.33851141383620365;1
56;0.90423856556688309;0.0025880106102918669;0.052051924384454058;0.054787661033917204;1
57;0.88047898260852431;0.030657828002698815;0.081434446580636213;0.089544419136153436;1
58;0.90369815005649701;0.25274616337302697;0.30729260087462651;0.30175567933049774;1
59;0.90375985840197359;0.27074443080370558;0.3246775247502649;0.32803034485449417;1
60;0.90311285574940059;0.0030050094297247331;0.054903597925418719;0.0598795345106692;1
61;0.90671998903498807;0.020113180725649799;0.071331107471238123;0.076882988614270314;1
62;0.8996590583525732;0.27423749714765444;0.32464386565273218;0.33211805525485399;1
63;0.91547322434335232;0.25281535151795531;0.3002372800418005;0.29529874245380855;1
64;0.90019947386295929;0.030096843043820522;0.077903981239428807;0.086096231588914843;1
65;0.89909620344383201;0.033229009064224331;0.082580725846610858;0.087407066442827128;1
66;0.89472426066430721;0.26878098344763157;0.31528289663891634;0.32268602814624692;1
67;0.89912799259150178;0.26740470034851682;0.31752496652456663;0.30517955752951825;1
68;0.8949542644974473;0.012029387468213569;0.064617987463327864;0.066409399432012545;1
69;0.90754089702481322;0.023183638400577002;0.076045251075678721;0.078584642989534478;1
70;0.90026305215829883;0.27414399965450809;0.32185577040710706;0.32770123367861886;1
71;0.89549468000783339;0.273111787330172;0.32322270375690715;0.3144058901532033;1
72;0.89824163635647403;0.01159929899974021;0.066557125471183837;0.063159426570244301;1
73;0.90234243640587442;0.028086646941173299;0.081664450413776318;0.086356154619861791;1
74;0.90722113559825268;0.29337082414513016;0.34072169457418411;0.34539843918136615;1
75;0.89870912382220602;0.27535946706541103;0.33029859403822537;0.32283562413528116;1
76;0.89872595337097239;0.018245100812585076;0.070633616172366104;0.06459928796469859;1
77;0.89671388731846213;0.036695896110092198;0.087356577796528084;0.098159278154661106;1
78;0.9048275997737053;0.27456660832352975;0.32433719387521204;0.32530395795434563;1
79;0.89953564166162003;0.28146111346814395;0.33604121006727622;0.33612535781110797;1
80;0.89180152902855125;0.023811941554520689;0.073391792220184396;0.065652069737526852;1
81;0.90802708398917442;0.035519697646310702;0.086315015722877378;0.082936016320567116;1
82;0.90163185545796187;0.29827196273586354;0.34814352558014394;0.33756895910528811;1
83;0.8900119870097295;0.2647774207911035;0.31314928384531593;0.31049208509009574;1
84;0.89620713090560877;0.027634119074344807;0.081398917533240592;0.074040664822620283;1
85;0.89516743878182103;0.025375219639928205;0.076952176759198632;0.072881295907605143;1
86;0.89084411469873226;0.27735283361929192;0.32938231860539086;0.33349059845424289;1
87;0.88972962458042737;0.28556378346740724;0.33462004817145119;0.32851279191912947;1
88;0.90352050481951884;0.018804215821600443;0.067168599076361177;0.073152438637729647;1
89;0.90456206689316954;0.029696673773154002;0.079328883034979675;0.095698424135048324;1
90;0.89060102121655171;0.2819360807333276;0.33094372674093542;0.3348781012525352;1
91;0.90649746500129968;0.28243535734672925;0.33859369163017244;0.33225643154471063;1
92;0.91110315151369048;0.029154388312904986;0.086502010709170143;0.088695461898384273;1
93;0.89803968177127791;0.021659629262290966;0.073345043473611204;0.085509067331955568;1
94;0.90702853076237111;0.30107688753025502;0.35037250581675372;0.34171276800153577;1
95;0.89631371804779569;0.28379855079680355;0.33288473469865432;0.33607299921494599;1
96;0.90008914682104657;0.024350487115043853;0.073144958838277943;0.07417530121275108;1
97;0.90006296752296555;0.034240651940068194;0.087515523534876932;0.09137697000182253;1
98;0.91115364015998945;0.29342131279142919;0.34163983995688157;0.34359393756364098;1
99;0.90040516834788131;0.27949766611206994;0.32655682436250716;0.33231439999046142;1
100;0.91549005389211868;0.0266056466497346;0.076615585783871662;0.074078063819878845;1
101;0.90405344053045322;0.030713926498586647;0.079702873007565206;0.080983788663670647;1
102;0.90559240926764262;0.28707470295665277;0.34073478422322462;0.32725805556110504;1
103;0.89102175993571042;0.25940318488504943;0.30899051535016481;0.318368313912747;1
104;0.89375375668544776;0.0074498802539037564;0.060994024628974075;0.053613332519998641;1
105;0.89770122084608794;0.039248377672988437;0.086662826397381917;0.097880655625084897;1
106;0.88506783957214874;0.27980433788959008;0.32980305732454956;0.3309231572924432;1
107;0.88382619286316477;0.26972904802813591;0.31720333514814308;0.31704064951006838;1
108;0.8804602831098951;-0.0029283414853446994;0.051584436918722144;0.045965237580624554;1
109;0.90444239010194216;0.052281928217594156;0.10376912774344406;0.10281358336348803;2
110;0.89558256765139099;0.28318894714148912;0.33570835899167506;0.33799156777430972;2
111;0.90120176698948851;0.27067898255850315;0.3190919845097;0.31195812578263099;2
112;0.90653673394842116;0.021983130588577451;0.072520395584060107;0.070700934367431509;2
113;0.91071233199233859;0.034981152085787545;0.085312722596348159;0.081193223048318552;2
114;0.90283236326996141;0.28985344845296324;0.34076844332075729;0.33022753594343413;2
115;0.89928319843012472;0.26559271893133996;0.31887133042587451;0.32240366571694484;2
116;0.90622632227117517;0.015019437299034882;0.060788330144052036;0.067204128123756798;2
117;0.90971003886580937;0.049301228136087484;0.10250130173637911;0.09478401865207671;2
118;0.91060200495042587;0.29219462568134869;0.34150146366702494;0.3351193247848529;2
119;0.90636095866130595;0.27418326860162956;0.3250047659762772;0.332531314174561;2
120;0.9054708625265524;0.021141653150260006;0.07310381994129353;0.069646282644740307;2
121;0.90405344053045322;0.041219304828514179;0.097527235100991566;0.09752536515112864;2
122;0.91007280913921729;0.2965104699649857;0.34632967421310412;0.34260286413628932;2
123;0.90585794214817839;0.26268307694462451;0.31770074181168184;0.32826408858736011;2
124;0.90999614119483729;0.012839075758861243;0.067329414764572951;0.067570638296890626;2
125;0.91626982298495951;0.054335133167088719;0.10925556064127379;0.10515476059187345;2
126;0.90119054729031101;0.28700738476158738;0.33867035957455249;0.32848848257091146;2
127;0.9172964254597068;0.28346943962092824;0.33105592373271109;0.32632682052936707;2
128;0.91020183567975932;0.019926185739357033;0.07137972616767424;0.076523958240588205;2
129;0.91406328214670496;0.051997695838429156;0.10884043177170384;0.10358400270701422;2
130;0.90637778821007231;0.29161494122384113;0.34790791189741505;0.34887467597654864;2
131;0.90498280561232824;0.2683378053301177;0.31494069581400058;0.31351766396831265;2
132;0.91123778790382126;0.018370387453401232;0.064958318338380699;0.062678849455471891;2
133;0.89904945469725883;0.028481206362251033;0.080667767136835877;0.090079224796950741;2
134;0.89156965524554821;0.27689843580260048;0.33015086799905413;0.32807709360106735;2
135;0.89350505335367836;0.26489709758233082;0.30878856076496863;0.31047338559146648;2
136;0.89533199436975863;0.0076892338363584957;0.055601089224290731;0.057831939410763422;2
137;0.89358546119778426;0.035130748074821756;0.091004849979099925;0.083212768900280412;2
138;0.90469109343371157;0.28002125207368966;0.32861750911145343;0.3339038573739499;2
139;0.89749926626089183;0.26378260746402599;0.31394962238664897;0.31594485889039275;2
140;0.89217364905127383;0.00612595575095098;0.059666360226295442;0.055688976867848336;2
141;0.89683169415982666;0.047853886942181484;0.10053411448057922;0.1130571687126057;2
142;0.89469995131608915;0.28678299077803604;0.33895833185344332;0.33774847429212917;2
143;0.89801163252333394;0.25693111116625905;0.3099404498805321;0.32668585090304919;2
144;0.90206755377602399;0.014731465020144024;0.067901619422628817;0.068602850621226688;2
